119	冀11	衡水市	434.08	781.5	18004	2660
120	贵01	贵阳市	432.46	1121.82	25941	3832
121	晋10	临汾市	431.66	892.1	20667	3053
122	湘09	益阳市	431.31	712.27	16514	2439
123	豫10	许昌市	430.72	1312.78	30479	4502
124	粤08	梅州市	424.01	612.36	14442	2133
125	川04	泸州市	421.84	714.81	16945	2503
126	晋01	太原市	420.16	1778.05	42318	6251
127	桂08	贵港市	411.88	527.8	12814	1893
128	鄂04	宜昌市	405.97	1547.32	38114	5630
129	新10	喀什地区	397.94	375	9424	1392
130	皖08	滁州市	393.8	695.65	17665	2610
131	粤17	肇庆市	391.81	1065.9	27205	4019
132	赣10	抚州市	391.23	630.01	16103	2379
133	皖11	巢湖市	387.3	625	16137	2384
134	湘02	株洲市	385.56	1274.8	33064	4884
135	湘13	娄底市	378.56	680.72	17982	2656
136	桂02	柳州市	375.87	1260.3	33530	4953
137	湘03	湘潭市	374.86	894.01	23849	3523
138	鲁16	滨州市	374.85	1551.52	41390	6114
139	鲁04	枣庄市	372.93	1362.04	36523	5395
140	晋11	吕梁市	372.71	845.5	22685	3351
141	陕03	宝鸡市	371.67	976.09	26262	3879
142	川09	内江市	370.28	690.28	18642	2754
143	粤18	清远市	369.84	1112.5	30081	4444
144	川18	资阳市	366.51	657.9	17951	2652
145	辽03	鞍山市	364.59	2200	60342	8914
146	甘01	兰州市	361.62	1100.39	30430	4495
147	川05	德阳市	361.58	921.3	25480	3764
148	豫09	濮阳市	359.85	774.81	21532	3181
149	豫08	焦作市	353.99	1247.61	35245	5206
150	闽02	厦门市	353.13	2053.74	58157	8591
151	云09	文山州	351.8	329.9	9377	1385
152	贵08	黔东南州	348.06	312.57	8980	1327
153	冀08	承德市	347.32	880.5	25351	3745
154	桂10	百色市	346.68	563.51	16254	2401
155	云11	大理州	345.6	474.9	13741	2030
156	陕07	汉中市	341.62	509.7	14920	2204
157	吉03	四平市	338.63	789.1	23303	3442
158	桂12	河池市	336.92	467	13861	2048
159	陕08	榆林市	335.14	1756.67	52415	7743
160	鄂03	十堰市	334.08	736.8	22054	3258
161	晋04	长治市	333.46	920.2	27596	4076
162	晋02	大同市	331.81	694.3	20925	3091
163	鄂13	恩施州	329.03	351.13	10672	1576
164	川17	巴中市	328.38	280.9	8554	1264
165	甘05	天水市	326.25	300.22	9202	1359
166	川08	遂宁市	325.26	495.23	15226	2249
167	晋07	晋中市	324.94	763.8	23506	3472
168	川10	乐山市	323.58	743.92	22991	3396
169	贵09	黔南州	323.12	356	11018	1628
170	川14	广安市	320.55	537.2	16759	2476
171	皖05	蚌埠市	316.4	636.9	20130	2974
172	蒙05	通辽市	313.92	1176.23	37470	5535
173	辽07	锦州市	312.65	916	29298	4328
174	粤12	中山市	312.09	1826.32	58519	8645
175	苏11	镇江市	311.34	1957	62858	9285
176	新01	乌鲁木齐市	311.03	1311	42151	6227
177	贵05	铜仁地区	309.24	296.9	9601	1418
178	桂07	钦州市	307.97	504.18	16371	2418
179	晋09	忻州市	306.75	435.4	14194	2097
180	辽13	朝阳市	304.46	654.4	21494	3175
181	冀03	秦皇岛市	298.76	930.49	31145	4601
182	粤07	河源市	295.3	477.19	16159	2387
183	川12	眉山市	295.05	552.25	18717	2765
184	粤10	汕尾市	293.57	469.99	16009	2365
185	黑06	大庆市	290.45	2900.1	99847	14750
186	浙05	湖州市	289.35	1301.56	44982	6645
187	桂04	梧州市	288.22	573.7	19905	2940
188	吉07	松原市	288.11	1102.8	38277	5654
189	鄂07	荆门市	287.37	730.07	25405	3753
190	蒙01	呼和浩特市	286.66	1865.71	65084	9614
191	贵02	六盘水市	285.12	500.64	17559	2594
192	粤06	韶关市	282.66	683.1	24167	3570
193	闽09	宁德市	282.2	736.45	26097	3855
194	贵06	黔西南州	280.59	324.52	11566	1709
195	鲁10	威海市	280.48	1944.7	69335	10242
196	鲁11	日照市	280.11	1025.08	36596	5406
197	黑10	牡丹江市	279.87	781	27906	4122
198	闽03	莆田市	277.85	816.98	29404	4344
199	辽12	铁岭市	271.77	722.1	26570	3925
200	甘11	定西市	269.86	156.02	5781	854
201	云13	楚雄州	268.4	404.44	15069	2226
202	川02	自贡市	267.89	647.73	24179	3572
203	粤19	潮州市	266.98	559.2	20945	3094
204	蒙02	包头市	265.04	2460.8	92848	13716
205	闽07	南平市	264.55	728.73	27546	4069
206	陕09	安康市	262.99	327.06	12436	1837
207	辽14	葫芦岛市	262.35	531.4	20255	2992
208	甘12	陇南市	256.77	169.4	6597	975
209	闽08	龙岩市	255.95	991.49	38737	5722
210	黑08	佳木斯市	255.21	512.5	20082	2966
211	蒙03	呼伦贝尔市	254.93	932.01	36560	5401
212	湘14	湘西州	254.78	303.44	11910	1759
213	豫11	漯河市	254.41	682	26807	3960
214	云15	普洱市	254.3	247.3	9725	1437
215	皖13	宣城市	253.3	525.7	20754	3066
216	云02	保山市	250.6	260.9	10411	1538
217	闽04	三明市	250.34	972.71	38856	5740
218	川07	广元市	248.41	321.87	12957	1914
219	新12	伊犁州	248.26	891.37	35904	5304
220	鄂11	咸宁市	246.26	520.33	21129	3121
221	辽06	丹东市	244.47	728.9	29816	4404
222	云04	临沧市	243	218.3	8984	1327
223	鄂02	黄石市	242.93	687	28280	4177
224	辽08	营口市	242.85	1002.4	41276	6097
225	粤14	阳江市	242.18	641.8	26501	3915
226	新08	阿克苏地区	237.09	606.3	25573	3778
227	粤21	云浮市	236.01	394.27	16705	2468
228	陕10	商洛市	234.17	285.9	12209	1804
229	皖07	淮南市	233.4	603.5	25857	3820
230	吉05	通化市	232.52	627.1	26969	3984
231	云06	玉溪市	230.4	736.5	31966	4722
232	贵04	安顺市	229.73	232.92	10139	1498
233	晋05	晋城市	227.92	730.5	32051	4735
234	吉09	延边州	227.16	545	23992	3544
235	皖12	芜湖市	226.3	1108.63	48989	7237
236	豫12	三门峡市	223.39	874.39	39142	5782
237	甘10	庆阳市	221.12	357.61	16173	2389
238	青01	西宁市	220.87	628.28	28446	4202
239	陕06	延安市	218.7	885.42	40485	5981
240	鄂12	随州市	216.22	401.66	18576	2744
241	蒙08	乌兰察布市	214.36	550	25658	3790
242	辽04	抚顺市	213.81	890.2	41635	6150
243	浙08	衢州市	212.27	752.78	35463	5239
244	浙11	丽水市	211.7	644.04	30422	4494
245	皖02	淮北市	211.4	461.6	21835	3226
246	桂13	来宾市	209.97	385.24	18347	2710
247	甘08	平凉市	206.8	231.89	11213	1656
248	琼01	海口市	204.62	590.55	28861	4263
249	鲁05	东营市	203.53	2359.94	115950	17128
250	吉08	白城市	203.31	441.5	21716	3208
251	新11	和田地区	201.44	100.59	4994	738
252	桂14	崇左市	199.43	389.2	19516	2883
253	宁01	银川市	199.31	763.26	38295	5657
254	桂11	贺州市	195.41	380	19446	2873
255	甘13	临夏州	194.67	106.38	5465	807
256	蒙09	鄂尔多斯市	194.07	2643.2	136202	20120
257	黑03	鸡西市	186.22	419.5	22528	3328
258	辽10	辽阳市	185.88	735.3	39558	5844
259	赣03	萍乡市	185.45	520.39	28061	4145
260	辽09	阜新市	181.93	361.1	19848	2932
261	甘06	武威市	181.51	228.77	12604	1862
262	晋06	朔州市	171.49	670.1	39076	5772
263	辽05	本溪市	170.95	860.4	50329	7435
264	甘04	白银市	170.88	311.18	18211	2690
265	黑11	黑河市	167.39	261.4	15616	2307
266	蒙10	巴彦淖尔市	166.99	608.6	36445	5384
267	蒙04	兴安盟	161.33	261.39	16203	2393
268	赣02	景德镇市	158.75	461.5	29071	4294
269	豫06	鹤壁市	156.91	427.74	27260	4027
270	粤03	珠海市	156.02	1202.58	77077	11386
271	桂05	北海市	153.93	397.6	25830	3816
272	川16	雅安市	150.73	286.54	19011	2808
273	湘08	张家界市	147.65	242.48	16422	2426
274	黑05	双鸭山市	146.26	376.7	25755	3805
275	新05	昌吉州	142.86	557	38989	5760
276	皖15	池州市	140.3	300.8	21440	3167
277	青02	海东地区	139.68	173.31	12407	1833
278	辽11	盘锦市	139.25	926.5	66535	9829
279	晋03	阳泉市	136.85	429.4	31377	4635
280	皖10	马鞍山市	136.6	811.01	59371	8770
281	皖17	黄山市	135.9	309.3	22759	3362
282	鲁12	莱芜市	129.85	546.33	42074	6215
283	吉06	白山市	129.66	433.17	33409	4935
284	新07	巴音郭楞州	127.85	638	49903	7372
285	宁03	吴忠市	127.38	210	16486	2435
286	云08	丽江市	124.5	143.59	11533	1704
287	宁04	固原市	122.82	104.03	8470	1251
288	新13	塔城地区	121.92	300.2	24622	3637
289	川03	攀枝花市	121.41	523.99	43158	6375
290	云10	德宏州	121.1	140.63	11613	1715
291	甘07	张掖市	119.95	212.69	17731	2619
292	吉04	辽源市	117.66	410.1	34853	5149
293	黑07	伊春市	114.81	202.4	17629	2604
294	赣05	新余市	113.89	631.22	55425	8187
295	云12	版纳州	113.4	160.99	14196	2097
296	赣06	鹰潭市	112.49	342.7	30465	4500
297	浙09	舟山市	112.13	633.45	56492	8345
298	甘09	酒泉市	109.59	405.03	36957	5459
299	川20	甘孜州	109.19	122.83	11249	1662
300	宁05	中卫市	108.08	169.23	15657	2313
301	黑04	鹤岗市	105.87	251	23709	3502
302	鄂06	鄂州市	104.87	395.29	37694	5568
303	蒙07	锡林郭勒盟	102.8	591.25	57513	8496
304	黑09	七台河市	92.04	302	32811	4847
305	川19	阿坝州	89.87	132.76	14772	2182
306	桂06	防城港市	86.69	319.54	36860	5445
307	陕02	铜川市	83.44	187.73	22498	3323
308	宁02	石嘴山市	72.55	298.07	41086	6069
309	皖14	铜陵市	72.4	466.6	64448	9520
310	藏04	日喀则地区	70.33	86.3	12271	1813
311	甘14	甘南州	68.91	67.84	9844	1454
312	琼02	三亚市	68.54	230.79	33672	4974
313	豫18	济源市	67.57	343.4	50821	7507
314	藏02	昌都地区	65.75	67.5	10266	1517
315	新03	吐鲁番地区	62.27	185.3	29759	4396
316	新14	阿勒泰地区	60.33	134.86	22354	3302
317	新04	哈密地区	57.24	165.96	28994	4283
318	藏01	拉萨市	55.94	178.91	31981	4724
319	云14	怒江州	53.4	53.36	9993	1476
320	蒙11	乌海市	53.29	391.12	73394	10842
321	新09	克孜勒苏州	52.56	38	7230	1068
322	黑13	大兴安岭地区	51.16	98.18	19192	2835
323	青08	海西州	48.93	365.49	74691	11033
324	甘03	金昌市	46.41	210.51	45364	6701
325	藏05	那曲地区	46.24	51.15	11062	1634
326	新06	博尔塔拉州	44.37	128.27	28910	4271
327	青05	海南州	44.17	69.89	15823	2337
328	云16	迪庆州	40	77.1	19275	2847
329	新02	克拉玛依市	39.1	710.2	181633	26831
330	青07	玉树州	37.84	31.86	8418	1244
331	藏03	山南地区	32.9	54.03	16423	2426
332	青03	海北州	27.33	54.53	19952	2947
333	青04	黄南州	25.67	43.68	17015	2513
334	甘02	嘉峪关市	23.19	183.91	79322	11718
335	蒙12	阿拉善盟	23.13	305.89	132229	19533
336	陕11	杨凌示范区	20.12	47.29	23509	3473
337	藏07	林芝地区	19.51	53.1	27216	4020
338	青06	果洛州	18.17	20.43	11245	1661
339	藏06	阿里地区	9.55	18.5	19379	2863
